trading_pair,date,open,high,low,close,volume
SOL-USD,8/13/2021 20:00:00,42.8,44.906,44.885,44.178,356870.109
SOL-USD,8/12/2021 20:00:00,40.702,44.963,41.126,44.9,899382.997
SOL-USD,8/11/2021 20:00:00,39.286,43.49,41.653,41.102,771888.11
SOL-USD,8/10/2021 20:00:00,40.634,43.749,40.691,41.65,705570.472
SOL-USD,8/9/2021 20:00:00,38.222,41.768,38.679,40.691,637857.285
SOL-USD,8/8/2021 20:00:00,36.382,40.023,37.69,38.676,480575.521
SOL-USD,8/7/2021 20:00:00,36.92,39.594,39.506,37.689,383241.282
SOL-USD,8/6/2021 20:00:00,37.571,40.496,39.52,39.516,600846.645
SOL-USD,8/5/2021 20:00:00,35.672,40.453,37.427,39.513,709576.505
SOL-USD,8/4/2021 20:00:00,35.483,38.28,35.779,37.398,830964.109
SOL-USD,8/3/2021 20:00:00,33.268,36.662,34.116,35.794,733114.835
SOL-USD,8/2/2021 20:00:00,32.36,35.878,33.227,34.116,795903.493
SOL-USD,8/1/2021 20:00:00,33.03,35.93,34.162,33.187,731191.72
SOL-USD,7/31/2021 20:00:00,33.276,36.866,36.8,34.198,659610.671
SOL-USD,7/30/2021 20:00:00,31.705,37,32.389,36.759,906618.344
SOL-USD,7/29/2021 20:00:00,29.998,33.082,31.309,32.41,995658.776
SOL-USD,7/28/2021 20:00:00,27.33,31.935,27.894,31.295,604801.5
SOL-USD,7/27/2021 20:00:00,27.38,28.782,28.152,27.899,600058.97
SOL-USD,7/26/2021 20:00:00,26.909,29.013,28.2,28.158,704029.709
SOL-USD,7/25/2021 20:00:00,27.883,31.103,28.26,28.196,1209188.418
SOL-USD,7/24/2021 20:00:00,26.556,28.896,28.652,28.253,450179.708
SOL-USD,7/23/2021 20:00:00,28.036,29.508,28.554,28.65,407701.845
SOL-USD,7/22/2021 20:00:00,26.404,28.704,27.706,28.539,473682.475
SOL-USD,7/21/2021 20:00:00,25.935,28.193,26.702,27.713,533994.037
SOL-USD,7/20/2021 20:00:00,22.818,27.476,23.489,26.691,648433.046
SOL-USD,7/19/2021 20:00:00,22.139,24.993,24.539,23.472,684942.446
SOL-USD,7/18/2021 20:00:00,24,26.711,26.711,24.524,704230.827
SOL-USD,7/17/2021 20:00:00,26.265,27.753,26.743,26.696,187697.59
SOL-USD,7/16/2021 20:00:00,26,27.822,26.291,26.764,371501.752
SOL-USD,7/15/2021 20:00:00,26.204,29.48,28.575,26.296,336913.017
SOL-USD,7/14/2021 20:00:00,28,31.5,31.33,28.594,488220.773
SOL-USD,7/13/2021 20:00:00,27.442,31.468,29.173,31.349,384559.63
SOL-USD,7/12/2021 20:00:00,28.831,31.09,30.792,29.15,338740.808
SOL-USD,7/11/2021 20:00:00,30,32.686,32.191,30.749,330887.037
SOL-USD,7/10/2021 20:00:00,31.368,32.551,31.716,32.2,229085.018
SOL-USD,7/9/2021 20:00:00,31.069,34.223,33.3,31.722,317809.595
SOL-USD,7/8/2021 20:00:00,32,34.43,33.163,33.335,342965.297
SOL-USD,7/7/2021 20:00:00,32.586,36.962,36.678,33.161,656095.499
SOL-USD,7/6/2021 20:00:00,33.83,38.1,34.213,36.718,902836.013
SOL-USD,7/5/2021 20:00:00,32.909,35.048,32.922,34.217,348023.099
SOL-USD,7/4/2021 20:00:00,32.45,34.479,34.304,32.92,250865.933
SOL-USD,7/3/2021 20:00:00,33.582,35.504,34.536,34.332,243588.038
SOL-USD,7/2/2021 20:00:00,33.26,35.392,33.991,34.558,261802.341
SOL-USD,7/1/2021 20:00:00,31.408,34.1,33.28,33.991,458577.488
SOL-USD,6/30/2021 20:00:00,32.182,35.601,35.545,33.29,541918.057
SOL-USD,6/29/2021 20:00:00,31.602,36,33.951,35.565,754720.572
SOL-USD,6/28/2021 20:00:00,32.655,35.829,33.033,33.963,553005.369
SOL-USD,6/27/2021 20:00:00,31.01,34.323,31.935,33.013,459757.887
SOL-USD,6/26/2021 20:00:00,29.205,31.98,29.739,31.92,431491.168
SOL-USD,6/25/2021 20:00:00,26.72,30.121,28.6,29.739,469759.094
SOL-USD,6/24/2021 20:00:00,27.93,32.98,31.201,28.646,646762.929
SOL-USD,6/23/2021 20:00:00,28.477,33,30.851,31.187,883030.908
SOL-USD,6/22/2021 20:00:00,25.682,32.957,26.979,30.838,1145606.989
SOL-USD,6/21/2021 20:00:00,20.181,28.773,26.631,26.982,1438737.713
SOL-USD,6/20/2021 20:00:00,26,35.532,35.286,26.625,836374.38
SOL-USD,6/19/2021 20:00:00,31.324,35.954,35.2,35.271,287189.023
SOL-USD,6/18/2021 20:00:00,34.977,37.361,36.875,35.2,263002.615
SOL-USD,6/17/2021 20:00:00,35,39.45,39.321,36.842,471361.712
SOL-USD,6/16/2021 20:00:00,38.219,40.5,40.5,39.25,202117.954
SOL-USD,6/15/2021 20:00:00,None,None,None,None,None
SOL-USD,6/14/2021 20:00:00,None,None,None,None,None
SOL-USD,6/13/2021 20:00:00,None,None,None,None,None
SOL-USD,6/12/2021 20:00:00,None,None,None,None,None
SOL-USD,6/11/2021 20:00:00,None,None,None,None,None
SOL-USD,6/10/2021 20:00:00,None,None,None,None,None
SOL-USD,6/9/2021 20:00:00,None,None,None,None,None
SOL-USD,6/8/2021 20:00:00,None,None,None,None,None
SOL-USD,6/7/2021 20:00:00,None,None,None,None,None
SOL-USD,6/6/2021 20:00:00,None,None,None,None,None
SOL-USD,6/5/2021 20:00:00,None,None,None,None,None
SOL-USD,6/4/2021 20:00:00,None,None,None,None,None
SOL-USD,6/3/2021 20:00:00,None,None,None,None,None
SOL-USD,6/2/2021 20:00:00,None,None,None,None,None
SOL-USD,6/1/2021 20:00:00,None,None,None,None,None
SOL-USD,5/31/2021 20:00:00,None,None,None,None,None
SOL-USD,5/30/2021 20:00:00,None,None,None,None,None
SOL-USD,5/29/2021 20:00:00,None,None,None,None,None
SOL-USD,5/28/2021 20:00:00,None,None,None,None,None
SOL-USD,5/27/2021 20:00:00,None,None,None,None,None
SOL-USD,5/26/2021 20:00:00,None,None,None,None,None
SOL-USD,5/25/2021 20:00:00,None,None,None,None,None
SOL-USD,5/24/2021 20:00:00,None,None,None,None,None
SOL-USD,5/23/2021 20:00:00,None,None,None,None,None
SOL-USD,5/22/2021 20:00:00,None,None,None,None,None
SOL-USD,5/21/2021 20:00:00,None,None,None,None,None
SOL-USD,5/20/2021 20:00:00,None,None,None,None,None
SOL-USD,5/19/2021 20:00:00,None,None,None,None,None
SOL-USD,5/18/2021 20:00:00,None,None,None,None,None
SOL-USD,5/17/2021 20:00:00,None,None,None,None,None
SOL-USD,5/16/2021 20:00:00,None,None,None,None,None
SOL-USD,5/15/2021 20:00:00,None,None,None,None,None
SOL-USD,5/14/2021 20:00:00,None,None,None,None,None
SOL-USD,5/13/2021 20:00:00,None,None,None,None,None
SOL-USD,5/12/2021 20:00:00,None,None,None,None,None
SOL-USD,5/11/2021 20:00:00,None,None,None,None,None
SOL-USD,5/10/2021 20:00:00,None,None,None,None,None
SOL-USD,5/9/2021 20:00:00,None,None,None,None,None
SOL-USD,5/8/2021 20:00:00,None,None,None,None,None
SOL-USD,5/7/2021 20:00:00,None,None,None,None,None
SOL-USD,5/6/2021 20:00:00,None,None,None,None,None
SOL-USD,5/5/2021 20:00:00,None,None,None,None,None
SOL-USD,5/4/2021 20:00:00,None,None,None,None,None
SOL-USD,5/3/2021 20:00:00,None,None,None,None,None
SOL-USD,5/2/2021 20:00:00,None,None,None,None,None
SOL-USD,5/1/2021 20:00:00,None,None,None,None,None
SOL-USD,4/30/2021 20:00:00,None,None,None,None,None
SOL-USD,4/29/2021 20:00:00,None,None,None,None,None
SOL-USD,4/28/2021 20:00:00,None,None,None,None,None
SOL-USD,4/27/2021 20:00:00,None,None,None,None,None
SOL-USD,4/26/2021 20:00:00,None,None,None,None,None
SOL-USD,4/25/2021 20:00:00,None,None,None,None,None
SOL-USD,4/24/2021 20:00:00,None,None,None,None,None
SOL-USD,4/23/2021 20:00:00,None,None,None,None,None
SOL-USD,4/22/2021 20:00:00,None,None,None,None,None
SOL-USD,4/21/2021 20:00:00,None,None,None,None,None
SOL-USD,4/20/2021 20:00:00,None,None,None,None,None
SOL-USD,4/19/2021 20:00:00,None,None,None,None,None
SOL-USD,4/18/2021 20:00:00,None,None,None,None,None
SOL-USD,4/17/2021 20:00:00,None,None,None,None,None
SOL-USD,4/16/2021 20:00:00,None,None,None,None,None
SOL-USD,4/15/2021 20:00:00,None,None,None,None,None
SOL-USD,4/14/2021 20:00:00,None,None,None,None,None
SOL-USD,4/13/2021 20:00:00,None,None,None,None,None
SOL-USD,4/12/2021 20:00:00,None,None,None,None,None
SOL-USD,4/11/2021 20:00:00,None,None,None,None,None
SOL-USD,4/10/2021 20:00:00,None,None,None,None,None
SOL-USD,4/9/2021 20:00:00,None,None,None,None,None
SOL-USD,4/8/2021 20:00:00,None,None,None,None,None
SOL-USD,4/7/2021 20:00:00,None,None,None,None,None
SOL-USD,4/6/2021 20:00:00,None,None,None,None,None
SOL-USD,4/5/2021 20:00:00,None,None,None,None,None
SOL-USD,4/4/2021 20:00:00,None,None,None,None,None
SOL-USD,4/3/2021 20:00:00,None,None,None,None,None
SOL-USD,4/2/2021 20:00:00,None,None,None,None,None
SOL-USD,4/1/2021 20:00:00,None,None,None,None,None
SOL-USD,3/31/2021 20:00:00,None,None,None,None,None
SOL-USD,3/30/2021 20:00:00,None,None,None,None,None
SOL-USD,3/29/2021 20:00:00,None,None,None,None,None
SOL-USD,3/28/2021 20:00:00,None,None,None,None,None
SOL-USD,3/27/2021 20:00:00,None,None,None,None,None
SOL-USD,3/26/2021 20:00:00,None,None,None,None,None
SOL-USD,3/25/2021 20:00:00,None,None,None,None,None
SOL-USD,3/24/2021 20:00:00,None,None,None,None,None
SOL-USD,3/23/2021 20:00:00,None,None,None,None,None
SOL-USD,3/22/2021 20:00:00,None,None,None,None,None
SOL-USD,3/21/2021 20:00:00,None,None,None,None,None
SOL-USD,3/20/2021 20:00:00,None,None,None,None,None
SOL-USD,3/19/2021 20:00:00,None,None,None,None,None
SOL-USD,3/18/2021 20:00:00,None,None,None,None,None
SOL-USD,3/17/2021 20:00:00,None,None,None,None,None
SOL-USD,3/16/2021 20:00:00,None,None,None,None,None
SOL-USD,3/15/2021 20:00:00,None,None,None,None,None
SOL-USD,3/14/2021 20:00:00,None,None,None,None,None
SOL-USD,3/13/2021 20:00:00,None,None,None,None,None
SOL-USD,3/12/2021 20:00:00,None,None,None,None,None
SOL-USD,3/11/2021 20:00:00,None,None,None,None,None
SOL-USD,3/10/2021 20:00:00,None,None,None,None,None
SOL-USD,3/9/2021 20:00:00,None,None,None,None,None
SOL-USD,3/8/2021 20:00:00,None,None,None,None,None
SOL-USD,3/7/2021 20:00:00,None,None,None,None,None
SOL-USD,3/6/2021 20:00:00,None,None,None,None,None
SOL-USD,3/5/2021 20:00:00,None,None,None,None,None
SOL-USD,3/4/2021 20:00:00,None,None,None,None,None
SOL-USD,3/3/2021 20:00:00,None,None,None,None,None
SOL-USD,3/2/2021 20:00:00,None,None,None,None,None
SOL-USD,3/1/2021 20:00:00,None,None,None,None,None
SOL-USD,2/28/2021 20:00:00,None,None,None,None,None
SOL-USD,2/27/2021 20:00:00,None,None,None,None,None
SOL-USD,2/26/2021 20:00:00,None,None,None,None,None
SOL-USD,2/25/2021 20:00:00,None,None,None,None,None
SOL-USD,2/24/2021 20:00:00,None,None,None,None,None
SOL-USD,2/23/2021 20:00:00,None,None,None,None,None
SOL-USD,2/22/2021 20:00:00,None,None,None,None,None
SOL-USD,2/21/2021 20:00:00,None,None,None,None,None
SOL-USD,2/20/2021 20:00:00,None,None,None,None,None
SOL-USD,2/19/2021 20:00:00,None,None,None,None,None
SOL-USD,2/18/2021 20:00:00,None,None,None,None,None
SOL-USD,2/17/2021 20:00:00,None,None,None,None,None
SOL-USD,2/16/2021 20:00:00,None,None,None,None,None
SOL-USD,2/15/2021 20:00:00,None,None,None,None,None
SOL-USD,2/14/2021 20:00:00,None,None,None,None,None
SOL-USD,2/13/2021 20:00:00,None,None,None,None,None
SOL-USD,2/12/2021 20:00:00,None,None,None,None,None
SOL-USD,2/11/2021 20:00:00,None,None,None,None,None
SOL-USD,2/10/2021 20:00:00,None,None,None,None,None
SOL-USD,2/9/2021 20:00:00,None,None,None,None,None
SOL-USD,2/8/2021 20:00:00,None,None,None,None,None
SOL-USD,2/7/2021 20:00:00,None,None,None,None,None
SOL-USD,2/6/2021 20:00:00,None,None,None,None,None
SOL-USD,2/5/2021 20:00:00,None,None,None,None,None
SOL-USD,2/4/2021 20:00:00,None,None,None,None,None
SOL-USD,2/3/2021 20:00:00,None,None,None,None,None
SOL-USD,2/2/2021 20:00:00,None,None,None,None,None
SOL-USD,2/1/2021 20:00:00,None,None,None,None,None
SOL-USD,1/31/2021 20:00:00,None,None,None,None,None
SOL-USD,1/30/2021 20:00:00,None,None,None,None,None
SOL-USD,1/29/2021 20:00:00,None,None,None,None,None
SOL-USD,1/28/2021 20:00:00,None,None,None,None,None
SOL-USD,1/27/2021 20:00:00,None,None,None,None,None
SOL-USD,1/26/2021 20:00:00,None,None,None,None,None
SOL-USD,1/25/2021 20:00:00,None,None,None,None,None
SOL-USD,1/24/2021 20:00:00,None,None,None,None,None
SOL-USD,1/23/2021 20:00:00,None,None,None,None,None
SOL-USD,1/22/2021 20:00:00,None,None,None,None,None
SOL-USD,1/21/2021 20:00:00,None,None,None,None,None
SOL-USD,1/20/2021 20:00:00,None,None,None,None,None
SOL-USD,1/19/2021 20:00:00,None,None,None,None,None
SOL-USD,1/18/2021 20:00:00,None,None,None,None,None
SOL-USD,1/17/2021 20:00:00,None,None,None,None,None
SOL-USD,1/16/2021 20:00:00,None,None,None,None,None
SOL-USD,1/15/2021 20:00:00,None,None,None,None,None
SOL-USD,1/14/2021 20:00:00,None,None,None,None,None
SOL-USD,1/13/2021 20:00:00,None,None,None,None,None
SOL-USD,1/12/2021 20:00:00,None,None,None,None,None
SOL-USD,1/11/2021 20:00:00,None,None,None,None,None
SOL-USD,1/10/2021 20:00:00,None,None,None,None,None
SOL-USD,1/9/2021 20:00:00,None,None,None,None,None
SOL-USD,1/8/2021 20:00:00,None,None,None,None,None
SOL-USD,1/7/2021 20:00:00,None,None,None,None,None
SOL-USD,1/6/2021 20:00:00,None,None,None,None,None
SOL-USD,1/5/2021 20:00:00,None,None,None,None,None
SOL-USD,1/4/2021 20:00:00,None,None,None,None,None
SOL-USD,1/3/2021 20:00:00,None,None,None,None,None
SOL-USD,1/2/2021 20:00:00,None,None,None,None,None
SOL-USD,1/1/2021 20:00:00,None,None,None,None,None
SOL-USD,12/31/2020 20:00:00,None,None,None,None,None
SOL-USD,12/30/2020 20:00:00,None,None,None,None,None
SOL-USD,12/29/2020 20:00:00,None,None,None,None,None
SOL-USD,12/28/2020 20:00:00,None,None,None,None,None
SOL-USD,12/27/2020 20:00:00,None,None,None,None,None
SOL-USD,12/26/2020 20:00:00,None,None,None,None,None
SOL-USD,12/25/2020 20:00:00,None,None,None,None,None
SOL-USD,12/24/2020 20:00:00,None,None,None,None,None
SOL-USD,12/23/2020 20:00:00,None,None,None,None,None
SOL-USD,12/22/2020 20:00:00,None,None,None,None,None
SOL-USD,12/21/2020 20:00:00,None,None,None,None,None
SOL-USD,12/20/2020 20:00:00,None,None,None,None,None
SOL-USD,12/19/2020 20:00:00,None,None,None,None,None
SOL-USD,12/18/2020 20:00:00,None,None,None,None,None
SOL-USD,12/17/2020 20:00:00,None,None,None,None,None
SOL-USD,12/16/2020 20:00:00,None,None,None,None,None
SOL-USD,12/15/2020 20:00:00,None,None,None,None,None
SOL-USD,12/14/2020 20:00:00,None,None,None,None,None
SOL-USD,12/13/2020 20:00:00,None,None,None,None,None
SOL-USD,12/12/2020 20:00:00,None,None,None,None,None
SOL-USD,12/11/2020 20:00:00,None,None,None,None,None
SOL-USD,12/10/2020 20:00:00,None,None,None,None,None
SOL-USD,12/9/2020 20:00:00,None,None,None,None,None
SOL-USD,12/8/2020 20:00:00,None,None,None,None,None
SOL-USD,12/7/2020 20:00:00,None,None,None,None,None
SOL-USD,12/6/2020 20:00:00,None,None,None,None,None
SOL-USD,12/5/2020 20:00:00,None,None,None,None,None
SOL-USD,12/4/2020 20:00:00,None,None,None,None,None
SOL-USD,12/3/2020 20:00:00,None,None,None,None,None
SOL-USD,12/2/2020 20:00:00,None,None,None,None,None
SOL-USD,12/1/2020 20:00:00,None,None,None,None,None
SOL-USD,11/30/2020 20:00:00,None,None,None,None,None
SOL-USD,11/29/2020 20:00:00,None,None,None,None,None
SOL-USD,11/28/2020 20:00:00,None,None,None,None,None
SOL-USD,11/27/2020 20:00:00,None,None,None,None,None
SOL-USD,11/26/2020 20:00:00,None,None,None,None,None
SOL-USD,11/25/2020 20:00:00,None,None,None,None,None
SOL-USD,11/24/2020 20:00:00,None,None,None,None,None
SOL-USD,11/23/2020 20:00:00,None,None,None,None,None
SOL-USD,11/22/2020 20:00:00,None,None,None,None,None
SOL-USD,11/21/2020 20:00:00,None,None,None,None,None
SOL-USD,11/20/2020 20:00:00,None,None,None,None,None
SOL-USD,11/19/2020 20:00:00,None,None,None,None,None
SOL-USD,11/18/2020 20:00:00,None,None,None,None,None
SOL-USD,11/17/2020 20:00:00,None,None,None,None,None
SOL-USD,11/16/2020 20:00:00,None,None,None,None,None
SOL-USD,11/15/2020 20:00:00,None,None,None,None,None
SOL-USD,11/14/2020 20:00:00,None,None,None,None,None
SOL-USD,11/13/2020 20:00:00,None,None,None,None,None
SOL-USD,11/12/2020 20:00:00,None,None,None,None,None
SOL-USD,11/11/2020 20:00:00,None,None,None,None,None
SOL-USD,11/10/2020 20:00:00,None,None,None,None,None
SOL-USD,11/9/2020 20:00:00,None,None,None,None,None
SOL-USD,11/8/2020 20:00:00,None,None,None,None,None
SOL-USD,11/7/2020 20:00:00,None,None,None,None,None
SOL-USD,11/6/2020 20:00:00,None,None,None,None,None
SOL-USD,11/5/2020 20:00:00,None,None,None,None,None
SOL-USD,11/4/2020 20:00:00,None,None,None,None,None
SOL-USD,11/3/2020 20:00:00,None,None,None,None,None
SOL-USD,11/2/2020 20:00:00,None,None,None,None,None
SOL-USD,11/1/2020 20:00:00,None,None,None,None,None
SOL-USD,10/31/2020 20:00:00,None,None,None,None,None
SOL-USD,10/30/2020 20:00:00,None,None,None,None,None
SOL-USD,10/29/2020 20:00:00,None,None,None,None,None
SOL-USD,10/28/2020 20:00:00,None,None,None,None,None
SOL-USD,10/27/2020 20:00:00,None,None,None,None,None
SOL-USD,12/14/2021 20:00:00,174.11,189.61,178.59,182.83,1226308.124
SOL-USD,12/13/2021 20:00:00,156.94,186,161.34,178.57,2218266.499
SOL-USD,12/12/2021 20:00:00,149.65,163.36,155.19,161.38,1763261.675
SOL-USD,12/11/2021 20:00:00,148.03,172.98,172.93,155.19,2224126.918
SOL-USD,12/10/2021 20:00:00,167.8,176.95,172.27,172.93,792419.535
SOL-USD,12/9/2021 20:00:00,161.51,173.88,167.63,172.16,1259115.513
SOL-USD,12/8/2021 20:00:00,167.45,184.72,181.46,167.77,1335781.798
SOL-USD,12/7/2021 20:00:00,178.775,196.818,194.792,181.45,1346359.338
SOL-USD,12/6/2021 20:00:00,183.76,196.506,190.417,194.792,1707539.478
SOL-USD,12/5/2021 20:00:00,188.06,204.338,193.721,190.366,1738173.838
SOL-USD,12/4/2021 20:00:00,176.45,197.875,196.758,193.751,2062628.303
SOL-USD,12/3/2021 20:00:00,181.5,204.78,201.102,196.687,1710785.646
SOL-USD,12/2/2021 20:00:00,176,213,211.701,201.114,2648346.229
SOL-USD,12/1/2021 20:00:00,204.12,239.609,233.808,211.757,1971563.509
SOL-USD,11/30/2021 20:00:00,220.113,243.564,229.928,233.845,1719258.938
SOL-USD,11/29/2021 20:00:00,207.821,232.492,208.716,229.928,1916110.501
SOL-USD,11/28/2021 20:00:00,199.711,218.549,204.205,208.676,1473322.714
SOL-USD,11/27/2021 20:00:00,199.863,212.993,200.838,204.187,1358697.217
SOL-USD,11/26/2021 20:00:00,181.067,203.009,192.942,200.907,1111076.894
SOL-USD,11/25/2021 20:00:00,190.627,199.511,192.481,192.952,900431.578
SOL-USD,11/24/2021 20:00:00,182.91,210.647,210.124,192.541,1795806.773
SOL-USD,11/23/2021 20:00:00,202.054,216.5,205.752,210.139,1140446.083
SOL-USD,11/22/2021 20:00:00,200.14,222.073,221.971,205.685,1328554.69
SOL-USD,11/21/2021 20:00:00,211,226.193,215.768,221.97,996750.961
SOL-USD,11/20/2021 20:00:00,211.757,232.269,230.752,215.788,1516214.968
SOL-USD,11/19/2021 20:00:00,210.622,235.584,217.865,230.785,1263272.834
SOL-USD,11/18/2021 20:00:00,206,221.374,215.441,217.865,912974.488
SOL-USD,11/17/2021 20:00:00,189.266,220,195.265,215.385,1735514.617
SOL-USD,11/16/2021 20:00:00,186.77,222.886,219.04,195.252,2542061.849
SOL-USD,11/15/2021 20:00:00,209.943,222.525,219.191,219.044,1535925.221
SOL-USD,11/14/2021 20:00:00,214.469,238.219,238.217,219.155,1744298.106
SOL-USD,11/13/2021 20:00:00,234.316,246.382,238.735,238.218,1106931.928
SOL-USD,11/12/2021 20:00:00,230.481,242.07,241.718,238.702,883162.651
SOL-USD,11/11/2021 20:00:00,224.919,242.098,228.486,241.776,972796.74
SOL-USD,11/10/2021 20:00:00,221,239,233.477,228.53,1241944.182
SOL-USD,11/9/2021 20:00:00,229.508,246.49,233.2,233.498,1187779.661
SOL-USD,11/8/2021 20:00:00,217,248.163,239.045,233.277,1713405.863
SOL-USD,11/7/2021 20:00:00,237.536,253.259,248.354,239.045,1299758.057
SOL-USD,11/6/2021 20:00:00,240.583,253.391,249.807,248.422,1451021.989
SOL-USD,11/5/2021 20:00:00,245.8,258.926,258.764,249.808,1032555.641
SOL-USD,11/4/2021 20:00:00,235.016,260,236.306,258.763,1398599.741
SOL-USD,11/3/2021 20:00:00,230.537,248.622,247.202,236.364,1200989.781
SOL-USD,11/2/2021 20:00:00,234.421,250.566,243.525,247.244,1905230.547
SOL-USD,11/1/2021 20:00:00,216.003,246.884,221.031,243.553,2683716.258
SOL-USD,10/31/2021 20:00:00,201.024,222.428,204.061,221.168,1588257.618
SOL-USD,10/30/2021 20:00:00,197.85,211.687,202.673,204.035,1629045.016
SOL-USD,10/29/2021 20:00:00,185.584,205.264,195.924,202.673,1261559.945
SOL-USD,10/28/2021 20:00:00,187.51,200.687,200.428,195.913,890535.465
SOL-USD,10/27/2021 20:00:00,194.627,205.307,195.481,200.439,1263193.234
SOL-USD,10/26/2021 20:00:00,181.75,201.561,184.682,195.377,1854736.75
SOL-USD,10/25/2021 20:00:00,179.761,205.599,199.911,184.682,2409699.187
SOL-USD,10/24/2021 20:00:00,196.446,214.163,209.585,199.857,1686387.215
SOL-USD,10/23/2021 20:00:00,198.127,218.97,202.303,209.6,1982476.011
SOL-USD,10/22/2021 20:00:00,185.313,205,197.71,202.304,1541736.74
SOL-USD,10/21/2021 20:00:00,192.017,205.719,196.246,197.707,1343191.296
SOL-USD,10/20/2021 20:00:00,188.025,215,190.501,196.247,3388534.536
SOL-USD,10/19/2021 20:00:00,176.759,194.415,176.759,190.473,3159255.295
SOL-USD,10/18/2021 20:00:00,155.144,176.89,155.852,176.787,1543942.471
SOL-USD,10/17/2021 20:00:00,153.183,159.4,157.125,155.85,701464.136
SOL-USD,10/16/2021 20:00:00,155,162.952,160.132,157.15,770654.878
SOL-USD,10/15/2021 20:00:00,153.2,167.5,157.615,160.097,934358.565
SOL-USD,10/14/2021 20:00:00,156.578,164.766,163.193,157.562,663795.43
SOL-USD,10/13/2021 20:00:00,146.75,165.268,150.026,163.214,1745195.785
SOL-USD,10/12/2021 20:00:00,147.318,155.65,148.068,150.016,1147763.989
SOL-USD,10/11/2021 20:00:00,144.344,155.549,152.441,148.039,1172944.074
SOL-USD,10/10/2021 20:00:00,137.66,153.626,144.854,152.452,2273847.701
SOL-USD,10/9/2021 20:00:00,140.175,154,147.637,144.853,1380478.104
SOL-USD,10/8/2021 20:00:00,145.67,158.554,156.783,147.624,868755.423
SOL-USD,10/7/2021 20:00:00,154.23,161.581,158.858,156.827,1039124.53
SOL-USD,10/6/2021 20:00:00,152.368,169,154.355,158.833,1679953.047
SOL-USD,10/5/2021 20:00:00,150.35,161.5,153.949,154.338,1709809.442
SOL-USD,10/4/2021 20:00:00,150.29,165.527,164.679,153.922,2138586.249
SOL-USD,10/3/2021 20:00:00,160,170.25,167.231,164.623,1500271.579
SOL-USD,10/2/2021 20:00:00,162.102,173.151,173.15,167.212,1442327.633
SOL-USD,10/1/2021 20:00:00,165.537,177.935,169.057,173.129,1326862.196
SOL-USD,9/30/2021 20:00:00,156.24,175.108,161.682,168.979,1698493.988
SOL-USD,9/29/2021 20:00:00,138.242,165,141.358,161.649,2216533.667
SOL-USD,9/28/2021 20:00:00,134.069,142.951,135.241,141.358,1465567.481
SOL-USD,9/27/2021 20:00:00,131.101,140.156,132.214,135.304,1627779.074
SOL-USD,9/26/2021 20:00:00,128.167,139.484,136.378,132.182,1352512.649
SOL-USD,9/25/2021 20:00:00,133.75,149,135.632,136.35,1726577.772
SOL-USD,9/24/2021 20:00:00,125,140.888,136.109,135.698,1490127.859
SOL-USD,9/23/2021 20:00:00,133.554,144.09,139.272,136.117,1164823.189
SOL-USD,9/22/2021 20:00:00,128,151.421,150,139.308,2948981.097
SOL-USD,9/21/2021 20:00:00,143.021,152.477,148.19,150.034,2203577.139
SOL-USD,9/20/2021 20:00:00,122.105,152.408,124.219,148.197,4596483.091
SOL-USD,9/19/2021 20:00:00,116,144.653,132.622,124.3,4647220.266
SOL-USD,9/18/2021 20:00:00,130.275,153.432,152.81,132.567,4576526.507
SOL-USD,9/17/2021 20:00:00,150.66,171.06,169.391,152.842,2365355.373
SOL-USD,9/16/2021 20:00:00,144.2,171.726,147.619,169.336,3950219.334
SOL-USD,9/15/2021 20:00:00,134.1,153.341,152.018,147.592,3754629.705
SOL-USD,9/14/2021 20:00:00,147.254,162.95,158.478,152.043,2056945.058
SOL-USD,9/13/2021 20:00:00,153.75,166.386,158.64,158.433,2604815.418
SOL-USD,9/12/2021 20:00:00,142,171.95,169.57,158.64,4242412.34
SOL-USD,9/11/2021 20:00:00,150.331,175.153,174.288,169.797,4089808.101
SOL-USD,9/10/2021 20:00:00,170.175,181.675,179.122,174.272,1620970.25
SOL-USD,9/9/2021 20:00:00,175.3,193.775,179.557,179.122,2638639.869
SOL-USD,9/8/2021 20:00:00,167.808,197.489,187.907,179.51,4013536.024
SOL-USD,9/7/2021 20:00:00,180.901,216.47,190.927,187.908,6536735.823
SOL-USD,9/6/2021 20:00:00,146.69,198,173.4,191.03,6756738.524
SOL-USD,9/5/2021 20:00:00,134.242,200,164.377,173.4,9199937.041
SOL-USD,9/4/2021 20:00:00,137.512,166.206,142.137,164.316,3112382.442
SOL-USD,9/3/2021 20:00:00,135.011,145.258,139.01,142.138,1848408.649
SOL-USD,9/2/2021 20:00:00,135.681,150.721,146.487,138.998,2581545.357
SOL-USD,9/1/2021 20:00:00,128.174,149.062,128.339,146.524,4579017.233
SOL-USD,8/31/2021 20:00:00,109.203,132.162,110.674,128.346,3311427.776
SOL-USD,8/30/2021 20:00:00,105.96,119.68,108.29,110.671,3442549.797
SOL-USD,8/29/2021 20:00:00,103.099,130.066,110.347,108.29,6557518.475
SOL-USD,8/28/2021 20:00:00,93.722,116.6,94.305,110.347,4791434.929
SOL-USD,8/27/2021 20:00:00,90.403,97.836,96.254,94.287,1382531.706
SOL-USD,8/26/2021 20:00:00,85.634,98,88.087,96.246,2092854.72
